Customer Name,Customer Id,Billing Address Country,CITY,Zip,Gateway,Net Sale,Total Tax,Total Price Usd,Sum of Order Number,Product Type
Marlo Rowthorn,1,United States,SEATTLE,48758,manual,$555,55.513,610.643,2334,Tennis Shoes
Collie Cranefield,1,United States,NEW ORLEANS,48754,shopify_payments,$733,73.313,806.443,6268,Climbing Shoes
Loralyn Bullus,1,United States,TULSA,48749,shopify_payments,$663,66.313,729.443,200,Running Shoes
Melvin Upward,1,United States,SAN ANTONIO,48740,shopify_payments,$527,52.713,579.843,7037,Climbing Shoes
Cassaundra Delahunt,1,United States,MONTICELLO,48728,shopify_payments,$605,60.513,665.643,284,Walking Shoes
Gerik Keiling,1,United States,NEW YORK CITY,48712,gift_card,$497,49.713,546.843,5706,Running Shoes
Isador Jilliss,1,United States,IRVINE,48709,shopify_payments,$527,52.713,579.843,5635,Walking Shoes
Elli Kitteridge,1,United States,PHOENIX,48696,shopify_payments,$517,51.713,568.843,6046,Running Shoes
Tom Cusick,1,United States,CHICO,48672,paypal,$517,51.713,568.843,1485,Running Shoes
Yancey Snibson,1,United States,CLEARWATER,48670,shopify_payments,$526,52.553,578.083,5710,Flip-Flops
Megen Perrone,1,United States,PALM BAY,48651,shopify_payments,$489,48.913,538.043,5453,Gift Card
Jamaal Dillinton,1,United States,DALLAS,48641,shopify_payments,$754,75.413,829.543,3833,Walking Shoes
Jephthah Greenshields,1,United States,SAINT PAUL,48634,shopify_payments,$497,49.713,546.843,1107,Cycling Shoes
Husein Slide,1,United States,NASHVILLE,48608,gift_card,$510,50.953,560.483,5349,Running Shoes
Goldi Doerr,1,United States,SAN JOSE,48590,shopify_payments,$518,51.753,569.283,4077,Tennis Shoes
Tommi Bampkin,1,United States,WASHINGTON,48563,gift_card,$494,49.353,542.883,1358,Running Shoes
Alleen Pascow,1,United States,BAKERSFIELD,48554,gift_card,$517,51.713,568.843,4955,Running Shoes
Pamelina Form,1,United States,MURFREESBORO,48550,shopify_payments,$615,61.513,676.643,1526,Sandals
Kelcie Alstead,1,United States,FRANKFORT,48546,shopify_payments,$518,51.753,569.283,2268,Running Shoes
Way Rideout,1,United States,ATLANTA,48523,shopify_payments,$507,50.713,557.843,3204,Tennis Shoes
Jessey Conisbee,1,United States,CLEVELAND,48520,paypal,$497,49.713,546.843,3430,Running Shoes
Kaitlyn Drought,1,United States,LITTLE ROCK,48508,shopify_payments,$555,55.513,610.643,3737,Running Shoes
Dorrie Ruecastle,1,United States,LEXINGTON,48495,shopify_payments,$439,43.913,483.043,3306,Walking Shoes
Kylynn Trippack,1,United States,MOUNTAIN VIEW,48492,manual,$537,53.713,590.843,348,Tennis Shoes
Geoffry Dunnet,1,United States,VALLEY FORGE,48461,gift_card,$510,50.953,560.483,6674,Running Shoes
Willamina Awton,1,United States,MADISON,48457,shopify_payments,$615,61.513,676.643,2603,Tennis Shoes
Durward Schutte,1,United States,AIKEN,48455,shopify_payments,$811,81.113,892.243,2541,Walking Shoes
Ari Bridgement,1,United States,LOS ANGELES,48452,paypal,$653,65.313,718.443,1908,Sandals
Lanny Tregensoe,1,United States,PUNTA GORDA,48443,shopify_payments,$537,53.713,590.843,1514,Running Shoes
Lilla Cobbled,1,United States,PUEBLO,48441,shopify_payments,$818,81.833,900.163,3706,Jackets
Merci Cromly,1,United States,WICHITA FALLS,48412,shopify_payments,$510,50.953,560.483,3774,Running Shoes
Verena Bullers,1,United States,MISSOULA,48409,shopify_payments,$527,52.713,579.843,327,Walking Shoes
Garald Spoure,1,United States,LAKEWOOD,48408,shopify_payments,$580,57.993,637.923,4036,Tennis Shoes
Jaime Lackner,1,United States,SYRACUSE,48401,shopify_payments,$645,64.473,709.203,2537,Climbing Shoes
Bryn Dallaghan,1,United States,PHOENIX,48379,gift_card,$517,51.713,568.843,5519,Tennis Shoes
Braden Sidaway,1,United States,RALEIGH,48349,gift_card,$502,50.153,551.683,2823,Running Shoes
Kort Gillespie,1,United States,MIAMI,48344,shopify_payments,$497,49.713,546.843,5558,Running Shoes
Marne Storrah,1,United States,SAN FRANCISCO,48333,shopify_payments,$539,53.913,593.043,7254,Gift Card
Kacy Cunnow,1,United States,INDIANAPOLIS,48326,shopify_payments,$644,64.393,708.323,4477,Jackets
Hieronymus Warrener,1,United States,WASHINGTON,48323,paypal,$510,50.953,560.483,4353,Running Shoes
Fenelia Tulip,1,United States,MIAMI,48302,paypal,$502,50.153,551.683,4288,Running Shoes
Alexei Streatley,1,United States,ORLANDO,48283,gift_card,$518,51.753,569.283,3561,Cycling Shoes
Leisha Lithgow,1,United States,DENVER,48270,amazon_payments,$497,49.713,546.843,2776,Cycling Shoes
Lynde Honisch,1,United States,LORETTO,48266,shopify_payments,$517,51.713,568.843,968,Tennis Shoes
Aimil Joseph,1,United States,POCATELLO,48259,amazon_payments,$605,60.513,665.643,3859,Walking Shoes
Verney Stoney,1,United States,TOLEDO,48231,shopify_payments,$555,55.513,610.643,5817,Cycling Shoes
Burt Auston,1,United States,VIRGINIA BEACH,48215,shopify_payments,$455,45.513,500.643,3963,Walking Shoes
Paulette Leggitt,1,United States,SAINT LOUIS,48205,shopify_payments,$580,57.993,637.923,2568,Tennis Shoes
Theobald Chrismas,1,United States,AURORA,48205,amazon_payments,$615,61.513,676.643,1700,Walking Shoes
Simmonds Gammack,1,United States,CHARLOTTE,48175,shopify_payments,$517,51.713,568.843,2753,Running Shoes
Christina Skullet,1,United States,BUFFALO,48168,shopify_payments,$613,61.313,674.443,1061,Tennis Shoes
Wain Povey,1,United States,PASADENA,48150,shopify_payments,$615,61.513,676.643,1269,Walking Shoes
Burlie Suerz,1,United States,CLEARWATER,48146,shopify_payments,$439,43.913,483.043,171,Cycling Shoes
Carmine Jennaroy,1,United States,FRESNO,48133,shopify_payments,$617,61.713,678.843,65,Jackets
Beverly Andryszczak,1,United States,FRESNO,48093,paypal,$537,53.713,590.843,734,Running Shoes
Lucine Chamley,1,United States,MONTICELLO,48083,shopify_payments,$594,59.413,653.543,1633,Sandals
Carlen Peirpoint,1,United States,AMARILLO,48073,gift_card,$513,51.263,563.893,1567,Cycling Shoes
Francisca Jaynes,1,United States,DES MOINES,48067,shopify_payments,$518,51.753,569.283,920,Tennis Shoes
Mordy Foston,1,United States,CAMBRIDGE,48066,gift_card,$497,49.713,546.843,5252,Cycling Shoes
Adelbert McNish,1,United States,ATLANTA,48031,shopify_payments,$517,51.713,568.843,4428,Walking Shoes
Brittan Scotchmore,1,United States,COLORADO SPRINGS,48026,shopify_payments,$486,48.553,534.083,3437,Walking Shoes
Vida Rene,1,United States,AKRON,48005,shopify_payments,$615,61.513,676.643,2187,Running Shoes
Bronson Beecham,1,United States,ALBANY,47986,shopify_payments,$1223,122.313,1345.443,6156,Running Shoes
Orella Timny,1,United States,SAN LUIS OBISPO,47977,paypal,$489,48.913,538.043,3589,Gift Card
Christabella Pontefract,1,United States,GARLAND,47969,gift_card,$493,49.273,542.003,121,Cycling Shoes
Osborne Pozzo,1,United States,RALEIGH,47937,paypal,$510,50.953,560.483,3147,Tennis Shoes
Wallache Fishpoole,1,United States,PUEBLO,47928,shopify_payments,$537,53.713,590.843,3685,Climbing Shoes
Casper Betts,1,United States,MINNEAPOLIS,47920,paypal,$537,53.713,590.843,5028,Running Shoes
Caren Sagerson,1,United States,TULSA,47914,paypal,$497,49.713,546.843,5638,Tennis Shoes
Waylan O' Hogan,1,United States,TACOMA,47904,shopify_payments,$693,69.313,762.443,815,Cycling Shoes
Berne Dalglish,1,United States,KANSAS CITY,47874,gift_card,$527,52.713,579.843,5450,Cycling Shoes
Thorvald Hemphrey,1,United States,SOUTHFIELD,47869,paypal,$537,53.713,590.843,493,Tennis Shoes
Cecilia Schuricht,1,United States,NEW YORK CITY,47791,shopify_payments,$527,52.713,579.843,201,Running Shoes
Irene Simmens,1,United States,LANSING,47788,gift_card,$527,52.713,579.843,6958,Cycling Shoes
Loreen Breffitt,1,United States,STOCKTON,47787,paypal,$537,53.713,590.843,959,Running Shoes
Kessiah Bradock,1,United States,SAINT LOUIS,47780,shopify_payments,$510,50.953,560.483,6146,Walking Shoes
Constantia Curthoys,1,United States,LOUISVILLE,47724,shopify_payments,$588,58.793,646.723,2697,Tennis Shoes
Kinny Kenna,1,United States,KNOXVILLE,47724,shopify_payments,$537,53.713,590.843,2385,Climbing Shoes
Eziechiele Chessell,1,United States,LANCASTER,47714,shopify_payments,$539,53.913,593.043,3861,Gift Card
Shurlock Pryor,1,United States,LOS ANGELES,47709,gift_card,$737,73.713,810.843,5032,Jackets
Ashlin Ormshaw,1,United States,MOBILE,47700,shopify_payments,$578,57.833,636.163,884,Cycling Shoes
Davidde Farans,1,United States,BATON ROUGE,47696,paypal,$517,51.713,568.843,2739,Running Shoes
Fern Spellard,1,United States,BIRMINGHAM,47669,shopify_payments,$497,49.713,546.843,3506,Cycling Shoes
Monika Curteis,1,United States,HOUSTON,47622,manual,$517,51.713,568.843,403,Tennis Shoes
Dolf Drain,1,United States,GREENSBORO,47621,shopify_payments,$527,52.713,579.843,3388,Tennis Shoes
Hermy Attride,1,United States,BOYNTON BEACH,47605,amazon_payments,$517,51.713,568.843,7369,Climbing Shoes
Sephira Searles,1,United States,HUNTSVILLE,47603,paypal,$537,53.713,590.843,6422,Tennis Shoes
Orelia Holmyard,1,United States,BOISE,47581,shopify_payments,$537,53.713,590.843,4974,Running Shoes
Venita Colam,1,United States,DETROIT,47568,paypal,$510,50.953,560.483,2408,Tennis Shoes
Verne Starsmore,1,United States,MIAMI,47532,paypal,$537,53.713,590.843,2058,Running Shoes
Simonette Garnson,1,United States,HOUSTON,47524,shopify_payments,$642,64.213,706.343,6188,Sandals
Aguie Brierly,1,United States,HICKSVILLE,47523,amazon_payments,$575,57.513,632.643,4343,Climbing Shoes
Archibald Haighton,1,United States,ASHEVILLE,47512,gift_card,$494,49.353,542.883,1847,Walking Shoes
Tybalt Hurburt,1,United States,BOCA RATON,47501,shopify_payments,$601,60.113,661.243,5027,Tennis Shoes
Goddard Dignum,1,United States,ALEXANDRIA,47490,shopify_payments,$488,48.813,536.943,3318,Tennis Shoes
Andonis Ballam,1,United States,DETROIT,47467,paypal,$673,67.313,740.443,6227,Tennis Shoes
Bancroft Kuna,1,United States,NORTHRIDGE,47450,shopify_payments,$585,58.513,643.643,7354,Flip-Flops
Bat Saldler,1,United States,SAINT LOUIS,47436,shopify_payments,$494,49.353,542.883,5066,Running Shoes
Joleen Pickersgill,1,United States,RICHMOND,47413,shopify_payments,$486,48.553,534.083,460,Cycling Shoes
Lotti Maciunas,1,United States,CHARLESTON,47399,shopify_payments,$510,50.953,560.483,244,Running Shoes
Betta Asbrey,1,United States,RICHMOND,47377,paypal,$517,51.713,568.843,5017,Running Shoes
Marlin Shann,1,United States,ORLANDO,47364,shopify_payments,$580,57.993,637.923,4465,Climbing Shoes
Urban Capey,1,United States,ANDERSON,47308,shopify_payments,$537,53.713,590.843,4016,Climbing Shoes
Andrej Nussgen,1,United States,AMARILLO,47272,shopify_payments,$527,52.713,579.843,3130,Running Shoes
Rowan Wressell,1,United States,DENVER,47261,amazon_payments,$497,49.713,546.843,1390,Walking Shoes
Cher Gagan,1,United States,TUCSON,47248,shopify_payments,$658,65.833,724.163,3615,Cycling Shoes
Nobie Ber,1,United States,COLUMBUS,47234,gift_card,$502,50.153,551.683,480,Walking Shoes
Roxie Langabeer,1,United States,YOUNGSTOWN,47232,gift_card,$585,58.513,643.643,3982,Walking Shoes
Timotheus Tome,1,United States,AUSTIN,47223,shopify_payments,$612,61.193,673.123,1990,Flip-Flops
Holmes Myles,1,United States,BATTLE CREEK,47215,shopify_payments,$610,61.033,671.363,4149,Walking Shoes
Bud Pundy,1,United States,VANCOUVER,47200,shopify_payments,$615,61.513,676.643,6532,Cycling Shoes
Dom Almeida,1,United States,LITTLE ROCK,47182,gift_card,$518,51.753,569.283,5346,Running Shoes
Anabella Porritt,1,United States,CHARLOTTE,47179,shopify_payments,$486,48.553,534.083,6825,Cycling Shoes
Krystyna Anthona,1,United States,PEORIA,47162,gift_card,$510,50.953,560.483,1913,Running Shoes
Marion Flood,1,United States,BILOXI,47155,shopify_payments,$497,49.713,546.843,6614,Tennis Shoes
Morrie McKinlay,1,United States,WASHINGTON,47153,shopify_payments,$517,51.713,568.843,1188,Sandals
Roseanne Castelin,1,United States,EL PASO,47147,shopify_payments,$537,53.713,590.843,1343,Running Shoes
Nelly Hinsche,1,United States,AURORA,47140,shopify_payments,$540,53.993,593.923,700,Cycling Shoes
Leonidas Larrat,1,United States,DALLAS,47122,shopify_payments,$585,58.513,643.643,866,Tennis Shoes
Dulcine Hankard,1,United States,FORT WORTH,47121,paypal,$527,52.713,579.843,1243,Running Shoes
Lanny Woodfield,1,United States,TOLEDO,47120,amazon_payments,$831,83.113,914.243,3964,Sandals
Laney Thebeau,1,United States,JACKSON,47113,shopify_payments,$564,56.413,620.543,1556,Walking Shoes
Paule MacAlroy,1,United States,IOWA CITY,47108,shopify_payments,$517,51.713,568.843,4015,Running Shoes
Lura Hakonsson,1,United States,SAN ANTONIO,47097,shopify_payments,$596,59.593,655.523,6130,Cycling Shoes
Phyllida Passy,1,United States,AKRON,47079,paypal,$596,59.593,655.523,6061,Tennis Shoes
Bride Snowden,1,United States,DENVER,47058,paypal,$644,64.393,708.323,6529,Jackets
Jaine Risom,1,United States,JACKSONVILLE,47058,paypal,$635,63.513,698.643,2841,Cycling Shoes
Nissy Cawcutt,1,United States,WILMINGTON,47057,gift_card,$537,53.713,590.843,1925,Tennis Shoes
Luisa Odd,1,United States,TAMPA,47049,manual,$439,43.913,483.043,6414,Tennis Shoes
Langston Lafayette,1,United States,SCHENECTADY,47028,shopify_payments,$439,43.913,483.043,162,Walking Shoes
Isis Ormiston,1,United States,CLEARWATER,47025,gift_card,$567,56.713,623.843,4903,Jackets
Cary Davidsohn,1,United States,GLENDALE,46995,shopify_payments,$539,53.913,593.043,3983,Gift Card
Sophia Bussons,1,United States,PHOENIX,46982,shopify_payments,$527,52.713,579.843,767,Cycling Shoes
Ian Dobel,1,United States,LANSING,46981,gift_card,$572,57.193,629.123,241,Running Shoes
Morse Butten,1,United States,HUNTSVILLE,46970,gift_card,$507,50.713,557.843,1655,Tennis Shoes
Kettie Leslie,1,United States,TRENTON,46961,paypal,$745,74.473,819.203,1547,Climbing Shoes
Devinne Davey,1,United States,NEW ORLEANS,46960,paypal,$618,61.833,680.163,1517,Running Shoes
Cory Drage,1,United States,CANTON,46958,paypal,$510,50.953,560.483,5381,Tennis Shoes
Siusan Garbett,1,United States,MACON,46943,shopify_payments,$548,54.793,602.723,5870,Running Shoes
Raynard Slaght,1,United States,NORTH PORT,46926,shopify_payments,$497,49.713,546.843,2575,Running Shoes
Constancy Kearney,1,United States,LOS ANGELES,46919,shopify_payments,$595,59.513,654.643,3046,Running Shoes
Shae Tudor,1,United States,GREENVILLE,46906,paypal,$486,48.553,534.083,6669,Cycling Shoes
Beilul Billinge,1,United States,WHITE PLAINS,46899,shopify_payments,$479,47.913,527.043,1831,Climbing Shoes
Norbie Nickless,1,United States,MONTGOMERY,46884,shopify_payments,$713,71.313,784.443,1751,Cycling Shoes
Si Vella,1,United States,INDIANAPOLIS,46878,shopify_payments,$673,67.313,740.443,2517,Tennis Shoes
Talbert Moggach,1,United States,YOUNGSTOWN,46877,gift_card,$518,51.753,569.283,826,Running Shoes
Gannie Trobridge,1,United States,MESA,46871,shopify_payments,$532,53.193,585.123,3123,Running Shoes
Pooh Edwick,1,United States,KANSAS CITY,46867,shopify_payments,$487,48.713,535.843,4675,Sandals
Joleen Pridden,1,United States,BROOKSVILLE,46845,gift_card,$570,57.033,627.363,2775,Walking Shoes
Justis Kennett,1,United States,LITTLETON,46830,amazon_payments,$497,49.713,546.843,5505,Walking Shoes
Shandeigh Storry,1,United States,EL PASO,46809,gift_card,$517,51.713,568.843,3332,Tennis Shoes
Ugo Pluthero,1,United States,WATERLOO,46806,shopify_payments,$650,65.033,715.363,3227,Running Shoes
Murry Edgerly,1,United States,MIAMI,46802,paypal,$634,63.433,697.763,7380,Walking Shoes
Mic Mutimer,1,United States,HOUSTON,46787,shopify_payments,$518,51.753,569.283,2003,Climbing Shoes
Renault Delue,1,United States,MIAMI,46766,shopify_payments,$486,48.553,534.083,6204,Running Shoes
Anabelle Hember,1,United States,SAN DIEGO,46728,shopify_payments,$537,53.713,590.843,5500,Climbing Shoes
Burch Dureden,1,United States,SAINT LOUIS,46721,gift_card,$513,51.263,563.893,115,Cycling Shoes
Zebedee Reisin,1,United States,ALBUQUERQUE,46720,shopify_payments,$494,49.353,542.883,3937,Running Shoes
Annamaria Ellerey,1,United States,SAN DIEGO,46711,shopify_payments,$555,55.513,610.643,6352,Cycling Shoes
Izzy Ivasechko,1,United States,AURORA,46700,paypal,$562,56.233,618.563,7253,Sandals
Burk Lowdham,1,United States,CARLSBAD,46646,gift_card,$655,65.513,720.643,6897,Running Shoes
Tamiko Gilston,1,United States,KANSAS CITY,46626,shopify_payments,$497,49.713,546.843,1912,Running Shoes
Rab Woodrow,1,United States,VAN NUYS,46620,shopify_payments,$665,66.473,731.203,1748,Running Shoes
Chrisy Gann,1,United States,TUSCALOOSA,46610,gift_card,$605,60.513,665.643,6867,Tennis Shoes
Perrine Mitchelson,1,United States,NEWARK,46610,shopify_payments,$477,47.713,524.843,6594,Sandals
Ximenes Preshous,1,United States,JACKSONVILLE,46593,shopify_payments,$537,53.713,590.843,6836,Running Shoes
Ora Laddle,1,United States,BREA,46586,paypal,$483,48.263,530.893,7242,Running Shoes
Honey Metzel,1,United States,HOUSTON,46581,shopify_payments,$737,73.673,810.403,2608,Running Shoes
Aylmer Bruck,1,United States,BOULDER,46564,shopify_payments,$510,50.953,560.483,1869,Cycling Shoes
Krissy De Blasio,1,United States,CHICAGO,46508,paypal,$510,50.953,560.483,1281,Tennis Shoes
Anselma Brownscombe,1,United States,TUCSON,46493,shopify_payments,$527,52.713,579.843,4893,Cycling Shoes
Leland Bygreaves,1,United States,SAVANNAH,46465,shopify_payments,$586,58.613,644.743,298,Tennis Shoes
Merrile Bortoloni,1,United States,HOUSTON,46447,shopify_payments,$595,59.513,654.643,789,Running Shoes
Ara Tims,1,United States,SEATTLE,46424,paypal,$497,49.713,546.843,6502,Walking Shoes
Barri Adamov,1,United States,CHARLESTON,46389,shopify_payments,$527,52.713,579.843,4224,Running Shoes
Sander Switland,1,United States,HARTFORD,46384,shopify_payments,$587,58.713,645.843,395,Jackets
Caralie Crewther,1,United States,NASHVILLE,46374,shopify_payments,$615,61.513,676.643,2724,Running Shoes
Dyanna Dent,1,United States,WEST PALM BEACH,46358,paypal,$555,55.513,610.643,4347,Walking Shoes
Margarete Cockrell,1,United States,WATERBURY,46357,shopify_payments,$527,52.713,579.843,5160,Running Shoes
Currey Gurry,1,United States,VALLEY FORGE,46337,shopify_payments,$634,63.433,697.763,4169,Tennis Shoes
Sybille Carlton,1,United States,INDEPENDENCE,46333,gift_card,$508,50.773,558.503,1428,Walking Shoes
Dorie Megainey,1,United States,TALLAHASSEE,46304,paypal,$537,53.713,590.843,4960,Running Shoes
Allix Oller,1,United States,NEW ORLEANS,46299,shopify_payments,$663,66.313,729.443,6077,Running Shoes
Arri Jindrak,1,United States,SANTA BARBARA,46297,shopify_payments,$635,63.513,698.643,4110,Climbing Shoes
Edd Northover,1,United States,PEORIA,46286,shopify_payments,$612,61.193,673.123,6189,Tennis Shoes
Theresita covino,1,United States,ARLINGTON,46245,shopify_payments,$566,56.613,622.743,2382,Cycling Shoes
Johny Kennaway,1,United States,NEW ORLEANS,46241,amazon_payments,$595,59.513,654.643,3748,Sandals
Daffi Killingback,1,United States,RICHMOND,46228,shopify_payments,$713,71.313,784.443,6907,Walking Shoes
Corrinne Townley,1,United States,LEES SUMMIT,46224,amazon_payments,$537,53.713,590.843,2444,Walking Shoes
Ives Moughton,1,United States,STAMFORD,46222,shopify_payments,$585,58.513,643.643,1790,Tennis Shoes
Jehanna McQuin,1,United States,SPRING,46221,amazon_payments,$527,52.713,579.843,1817,Tennis Shoes
Adore Duding,1,United States,EL PASO,46214,paypal,$518,51.753,569.283,1318,Running Shoes
Berni Pirdy,1,United States,MIAMI,46199,manual,$635,63.513,698.643,5435,Tennis Shoes
Giffard Huge,1,United States,PORTLAND,46190,paypal,$585,58.513,643.643,3531,Walking Shoes
Zachariah Baradel,1,United States,EVANSVILLE,46181,gift_card,$537,53.713,590.843,6821,Running Shoes
Garth Howie,1,United States,SAN BERNARDINO,46156,shopify_payments,$497,49.713,546.843,4044,Tennis Shoes
Lief Pretsell,1,United States,PHOENIX,46128,shopify_payments,$518,51.753,569.283,2836,Running Shoes
Emmy Godehard.sf,1,United States,NEW HAVEN,46107,shopify_payments,$510,50.953,560.483,5945,Walking Shoes
Jacquie Piggott,1,United States,OKLAHOMA CITY,46107,shopify_payments,$537,53.713,590.843,5119,Climbing Shoes
Berty Methuen,1,United States,COLUMBUS,46105,shopify_payments,$497,49.713,546.843,1128,Running Shoes
Mortie Adamek,1,United States,KATY,46066,paypal,$580,57.993,637.923,1134,Tennis Shoes
Amelie Drane,1,United States,CHARLOTTE,46065,shopify_payments,$572,57.193,629.123,3490,Tennis Shoes
Margit Bamfield,1,United States,CHARLOTTESVILLE,46050,shopify_payments,$518,51.753,569.283,1736,Running Shoes
Guenevere Elwill,1,United States,WINSTON SALEM,46007,shopify_payments,$744,74.393,818.323,4085,Cycling Shoes
Sherye Beidebeke,1,United States,PROVO,45988,shopify_payments,$625,62.513,687.643,2223,Cycling Shoes
Beulah Klimashevich,1,United States,WASHINGTON,45959,shopify_payments,$634,63.433,697.763,6893,Walking Shoes
Heriberto Petrina,1,United States,IRVINE,45950,shopify_payments,$639,63.913,703.043,2356,Gift Card
Star Smardon,1,United States,NORFOLK,45928,shopify_payments,$572,57.193,629.123,1176,Running Shoes
Tally Themann,1,United States,BIRMINGHAM,45896,shopify_payments,$769,76.913,846.043,5171,Sandals
Sula Simonetto,1,United States,MONTICELLO,45892,paypal,$605,60.513,665.643,6224,Tennis Shoes
Andeee Ridgwell,1,United States,DULUTH,45882,paypal,$497,49.713,546.843,6691,Walking Shoes
Lanae Lars,1,United States,GREENVILLE,45878,shopify_payments,$588,58.793,646.723,6158,Walking Shoes
Tadeas Brownlee,1,United States,NORWALK,45873,shopify_payments,$497,49.713,546.843,1625,Cycling Shoes
Emera Bainbridge,1,United States,MIAMI,45870,shopify_payments,$701,70.113,771.243,520,Tennis Shoes
Dixie Ebhardt,1,United States,SALT LAKE CITY,45856,paypal,$467,46.713,513.843,4103,Cycling Shoes
Julie Saltwell,1,United States,BOSTON,45850,amazon_payments,$713,71.273,784.003,5818,Walking Shoes
Ana MacKenzie,1,United States,SIOUX FALLS,45842,amazon_payments,$556,55.593,611.523,2897,Climbing Shoes
Gaynor O'Cuddie,1,United States,OKLAHOMA CITY,45839,paypal,$605,60.513,665.643,2276,Walking Shoes
Marlie Nerne,1,United States,BOSTON,45830,shopify_payments,$635,63.513,698.643,5075,Climbing Shoes
Debra Kingsford,1,United States,HOUSTON,45829,shopify_payments,$514,51.413,565.543,7213,Gift Card
Bellina Disbury,1,United States,MONTGOMERY,45826,gift_card,$487,48.713,535.843,985,Sandals
D'arcy Markovic,1,United States,BATON ROUGE,45806,paypal,$502,50.153,551.683,527,Tennis Shoes
Chaddie Emlin,1,United States,INDIANAPOLIS,45776,paypal,$518,51.753,569.283,5307,Running Shoes
Marcus Crossgrove,1,United States,POCATELLO,45730,shopify_payments,$539,53.913,593.043,4033,Gift Card
Gerik Pote,1,United States,PASADENA,45722,shopify_payments,$439,43.913,483.043,4437,Tennis Shoes
Thaddeus Conneau,1,United States,MEMPHIS,45716,amazon_payments,$595,59.513,654.643,2322,Walking Shoes
Cinderella Sulman,1,United States,SCOTTSDALE,45681,shopify_payments,$539,53.913,593.043,2768,Gift Card
Dagny Itzchaky,1,United States,BROCKTON,45673,shopify_payments,$635,63.513,698.643,2873,Running Shoes
Karoly Agdahl,1,United States,DANBURY,45665,shopify_payments,$537,53.713,590.843,6873,Running Shoes
Laird Gillespie,1,United States,MORENO VALLEY,45658,shopify_payments,$653,65.313,718.443,4820,Running Shoes
Cacilia Hewertson,1,United States,NEW YORK CITY,45589,shopify_payments,$510,50.953,560.483,4961,Climbing Shoes
Irene Watford,1,United States,CINCINNATI,45575,shopify_payments,$635,63.513,698.643,3538,Tennis Shoes
Michaelina Petley,1,United States,DENVER,45575,shopify_payments,$618,61.833,680.163,3898,Flip-Flops
Patsy Grady,1,United States,DEARBORN,45566,shopify_payments,$537,53.713,590.843,4776,Climbing Shoes
Smitty Josselsohn,1,United States,SHREVEPORT,45564,gift_card,$505,50.513,555.643,3835,Running Shoes
Klarika Penvarne,1,United States,PHILADELPHIA,45550,gift_card,$517,51.713,568.843,5989,Walking Shoes
Dolph Braniff,1,United States,DALLAS,45548,gift_card,$527,52.713,579.843,3505,Cycling Shoes
Adelaide McLorinan,1,United States,NEWARK,45543,shopify_payments,$635,63.513,698.643,5813,Running Shoes
Basile Yushkin,1,United States,SPOKANE,45543,gift_card,$510,50.953,560.483,809,Running Shoes
Roxane Piggins,1,United States,CHARLOTTE,45522,shopify_payments,$537,53.713,590.843,509,Tennis Shoes
Creighton Trevains,1,United States,WASHINGTON,45496,shopify_payments,$527,52.713,579.843,3927,Running Shoes
Reidar Allonby,1,United States,LAKE WORTH,45473,amazon_payments,$527,52.713,579.843,3828,Walking Shoes
Hyacinthie Ledgley,1,United States,WICHITA FALLS,45452,shopify_payments,$510,50.953,560.483,3098,Tennis Shoes
Janos Broadberry,1,United States,LUBBOCK,45446,gift_card,$537,53.713,590.843,1300,Boots
Morissa Doree,1,United States,JAMAICA,45444,shopify_payments,$596,59.593,655.523,5164,Running Shoes
Pauly Heatlie,1,United States,LOS ANGELES,45428,paypal,$634,63.433,697.763,6367,Running Shoes
Leila Ettery,1,United States,VIENNA,45411,shopify_payments,$635,63.513,698.643,6749,Cycling Shoes
Fairleigh Gwynne,1,United States,PHILADELPHIA,45395,shopify_payments,$579,57.863,636.493,5950,Running Shoes
Clare Sambiedge,1,United States,DETROIT,45388,paypal,$517,51.713,568.843,7217,Running Shoes
Zollie Schwier,1,United States,MIAMI,45368,shopify_payments,$497,49.713,546.843,1059,Running Shoes
Kenneth Blamey,1,United States,NEW YORK CITY,45366,paypal,$564,56.393,620.323,1750,Running Shoes
Alberto Collop,1,United States,ALEXANDRIA,45365,gift_card,$518,51.753,569.283,2490,Tennis Shoes
Sidney Vanyushin,1,United States,LYNCHBURG,45361,paypal,$507,50.713,557.843,1943,Tennis Shoes
Jade Pennycook,1,United States,PANAMA CITY,45349,shopify_payments,$532,53.193,585.123,6676,Cycling Shoes
Carola Nell,1,United States,WASHINGTON,45319,shopify_payments,$556,55.613,611.743,908,Cycling Shoes
Milissent Redit,1,United States,TULSA,45319,paypal,$713,71.313,784.443,2970,Tennis Shoes
Joseito Hakonsson,1,United States,JOHNSTOWN,45310,amazon_payments,$497,49.713,546.843,4260,Water Shoes
Nicola Haslum,1,United States,YONKERS,45292,gift_card,$507,50.713,557.843,6792,Running Shoes
Corny Judson,1,United States,DES MOINES,45291,shopify_payments,$635,63.513,698.643,2890,Tennis Shoes
Katherina Ecob,1,United States,RALEIGH,45289,shopify_payments,$517,51.713,568.843,4598,Running Shoes
Kimberli Stoak,1,United States,ASHBURN,45259,shopify_payments,$664,66.413,730.543,5067,Climbing Shoes
Xylia Rockhall,1,United States,AUSTIN,45258,shopify_payments,$507,50.713,557.843,3499,Running Shoes
Isobel Laxtonne,1,United States,IRVINE,45237,amazon_payments,$723,72.313,795.443,5937,Walking Shoes
